ADDRESS	CRIME_TYPE	<YEAR1>	CRIME_COUNT	<YEAR2>	CRIME_COUNT...
-97.62440436,30.19532416	THEFT	2015	1	2010	3	
-97.62440436,30.19532416	PUBLIC INTOXICATION	2015	2	2010	2	
-97.62440436,30.19532416	FAMILY DISTURBANCE	2015	1	2010	1	
-97.62440436,30.19532416	DISTURBANCE - OTHER	2015	1	2010	2	
-97.62440436,30.19532416	POSS MARIJUANA	2015	1	2010	1	
-97.62440436,30.19532416	CRIMINAL MISCHIEF	2015	3	2010	3	
-97.62440436,30.19532416	DRIVING WHILE LICENSE INVALID	2015	2	2010	2	
-97.62440436,30.19532416	CUSTODY ARREST TRAFFIC WARR	2015	1	2010	3	
-97.62440436,30.19532416	DWI	2015	2	2010	4	
-97.62440436,30.19532416	THEFT INFORMATION	2015	1	2010	1	
-97.62440436,30.19532416	ASSAULT BY CONTACT FAM/DATING	2015	1	2010	1	
-97.62481825,30.16791156	ASSAULT WITH INJURY	2015	1	2010	1	
-97.62481825,30.16791156	IMPOUNDED VEH	2015	1	2010	4	
-97.62481825,30.16791156	ABANDONED VEH	2015	1	2010	1	
-97.62481825,30.16791156	CRASH/LEAVING THE SCENE	2015	9	2010	8	
-97.62481825,30.16791156	THEFT	2015	2	2010	3	
-97.62481825,30.16791156	PUBLIC INTOXICATION	2015	2	2010	2	
-97.62481825,30.16791156	FAMILY DISTURBANCE	2015	1	2010	1	
-97.62481825,30.16791156	DISTURBANCE - OTHER	2015	1	2010	2	
-97.62481825,30.16791156	POSS MARIJUANA	2015	1	2010	1	
-97.62481825,30.16791156	CRIMINAL MISCHIEF	2015	3	2010	3	
-97.62481825,30.16791156	DRIVING WHILE LICENSE INVALID	2015	2	2010	2	
-97.62481825,30.16791156	CUSTODY ARREST TRAFFIC WARR	2015	1	2010	3	
-97.62481825,30.16791156	DWI	2015	2	2010	4	
-97.62481825,30.16791156	THEFT INFORMATION	2015	1	2010	1	
-97.62481825,30.16791156	ASSAULT BY CONTACT FAM/DATING	2015	1	2010	1	
-97.62494748,30.1957152	ASSAULT WITH INJURY	2015	1	2010	1	
-97.62494748,30.1957152	IMPOUNDED VEH	2015	1	2010	4	
-97.62494748,30.1957152	ABANDONED VEH	2015	1	2010	1	
-97.62494748,30.1957152	CRASH/LEAVING THE SCENE	2015	9	2010	8	
-97.62494748,30.1957152	THEFT	2015	2	2010	3	
-97.62494748,30.1957152	PUBLIC INTOXICATION	2015	2	2010	2	
-97.62494748,30.1957152	FAMILY DISTURBANCE	2015	1	2010	1	
-97.62494748,30.1957152	DISTURBANCE - OTHER	2015	1	2010	2	
-97.62494748,30.1957152	POSS MARIJUANA	2015	1	2010	1	
-97.62494748,30.1957152	CRIMINAL MISCHIEF	2015	3	2010	3	
-97.62494748,30.1957152	DRIVING WHILE LICENSE INVALID	2015	2	2010	2	
-97.62494748,30.1957152	CUSTODY ARREST TRAFFIC WARR	2015	1	2010	3	
-97.62494748,30.1957152	DWI	2015	2	2010	4	
-97.62494748,30.1957152	THEFT INFORMATION	2015	1	2010	1	
-97.62494748,30.1957152	ASSAULT BY CONTACT FAM/DATING	2015	1	2010	1	
-97.62526349,30.16727189	ASSAULT WITH INJURY	2015	1	2010	1	
-97.62526349,30.16727189	IMPOUNDED VEH	2015	1	2010	4	
-97.62526349,30.16727189	ABANDONED VEH	2015	1	2010	1	
-97.62526349,30.16727189	CRASH/LEAVING THE SCENE	2015	9	2010	8	
-97.62526349,30.16727189	THEFT	2015	2	2010	3	
-97.62526349,30.16727189	PUBLIC INTOXICATION	2015	2	2010	2	
-97.62526349,30.16727189	FAMILY DISTURBANCE	2015	2	2010	1	
-97.62526349,30.16727189	DISTURBANCE - OTHER	2015	1	2010	2	
-97.62526349,30.16727189	POSS MARIJUANA	2015	1	2010	1	
-97.62526349,30.16727189	CRIMINAL MISCHIEF	2015	3	2010	3	
-97.62526349,30.16727189	DRIVING WHILE LICENSE INVALID	2015	2	2010	2	
-97.62526349,30.16727189	CUSTODY ARREST TRAFFIC WARR	2015	1	2010	3	
-97.62526349,30.16727189	DWI	2015	2	2010	4	
-97.62526349,30.16727189	THEFT INFORMATION	2015	1	2010	1	
-97.62526349,30.16727189	ASSAULT BY CONTACT FAM/DATING	2015	1	2010	1	
-97.625389,30.3309949	ASSAULT WITH INJURY	2015	1	2010	1	
-97.625389,30.3309949	IMPOUNDED VEH	2015	1	2010	4	
-97.625389,30.3309949	ABANDONED VEH	2015	1	2010	1	
-97.625389,30.3309949	CRASH/LEAVING THE SCENE	2015	9	2010	8	
-97.625389,30.3309949	THEFT	2015	2	2010	3	
-97.625389,30.3309949	PUBLIC INTOXICATION	2015	2	2010	2	
-97.625389,30.3309949	FAMILY DISTURBANCE	2015	2	2010	1	
-97.625389,30.3309949	DISTURBANCE - OTHER	2015	1	2010	2	
-97.625389,30.3309949	POSS MARIJUANA	2015	1	2010	1	
-97.625389,30.3309949	CRIMINAL MISCHIEF	2015	3	2010	3	
-97.625389,30.3309949	DRIVING WHILE LICENSE INVALID	2015	2	2010	2	
-97.625389,30.3309949	CUSTODY ARREST TRAFFIC WARR	2015	1	2010	3	
-97.625389,30.3309949	DWI	2015	2	2010	4	
-97.625389,30.3309949	THEFT INFORMATION	2015	1	2010	1	
-97.625389,30.3309949	ASSAULT BY CONTACT FAM/DATING	2015	1	2010	1	
-97.62602682,30.2942546	ASSAULT WITH INJURY	2015	1	2010	1	
-97.62602682,30.2942546	IMPOUNDED VEH	2015	1	2010	4	
-97.62602682,30.2942546	ABANDONED VEH	2015	1	2010	1	
-97.62602682,30.2942546	CRASH/LEAVING THE SCENE	2015	9	2010	8	
-97.62602682,30.2942546	THEFT	2015	2	2010	3	
-97.62602682,30.2942546	PUBLIC INTOXICATION	2015	2	2010	2	
-97.62602682,30.2942546	FAMILY DISTURBANCE	2015	2	2010	1	
-97.62602682,30.2942546	DISTURBANCE - OTHER	2015	2	2010	2	
-97.62602682,30.2942546	POSS MARIJUANA	2015	1	2010	2	
-97.62602682,30.2942546	CRIMINAL MISCHIEF	2015	3	2010	3	
-97.62602682,30.2942546	DRIVING WHILE LICENSE INVALID	2015	2	2010	2	
-97.62602682,30.2942546	CUSTODY ARREST TRAFFIC WARR	2015	1	2010	3	
-97.62602682,30.2942546	DWI	2015	2	2010	4	
-97.62602682,30.2942546	THEFT INFORMATION	2015	1	2010	1	
-97.62602682,30.2942546	ASSAULT BY CONTACT FAM/DATING	2015	1	2010	1	
-97.62792649,30.29590921	ASSAULT WITH INJURY	2015	1	2010	1	
-97.62792649,30.29590921	SUSPICIOUS VEH	2015	1	2010	1	
-97.62792649,30.29590921	IMPOUNDED VEH	2015	1	2010	4	
-97.62792649,30.29590921	ABANDONED VEH	2015	1	2010	1	
-97.62792649,30.29590921	CRASH/LEAVING THE SCENE	2015	9	2010	8	
-97.62792649,30.29590921	THEFT	2015	2	2010	3	
-97.62792649,30.29590921	PUBLIC INTOXICATION	2015	2	2010	2	
-97.62792649,30.29590921	FAMILY DISTURBANCE	2015	2	2010	1	
-97.62792649,30.29590921	DISTURBANCE - OTHER	2015	2	2010	2	
-97.62792649,30.29590921	POSS MARIJUANA	2015	1	2010	3	
-97.62792649,30.29590921	CRIMINAL MISCHIEF	2015	3	2010	3	
-97.62792649,30.29590921	DRIVING WHILE LICENSE INVALID	2015	3	2010	2	
-97.62792649,30.29590921	CUSTODY ARREST TRAFFIC WARR	2015	1	2010	3	
-97.62792649,30.29590921	DWI	2015	2	2010	4	
-97.62792649,30.29590921	THEFT INFORMATION	2015	1	2010	1	
-97.62792649,30.29590921	ASSAULT BY CONTACT FAM/DATING	2015	1	2010	1	
-97.62798802,30.29122656	WARRANT ARREST NON TRAFFIC	2015	1	2010	3	
-97.62798802,30.29122656	ASSAULT WITH INJURY	2015	1	2010	1	
-97.62798802,30.29122656	AGG ASSAULT	2015	1	2010	2	
-97.62798802,30.29122656	SUSPICIOUS VEH	2015	1	2010	1	
-97.62798802,30.29122656	AUTO THEFT	2015	1	2010	2	
-97.62798802,30.29122656	IMPOUNDED VEH	2015	1	2010	4	
-97.62798802,30.29122656	ABANDONED VEH	2015	1	2010	1	
-97.62798802,30.29122656	CRASH/LEAVING THE SCENE	2015	12	2010	10	
-97.62798802,30.29122656	THEFT	2015	2	2010	4	
-97.62798802,30.29122656	PUBLIC INTOXICATION	2015	2	2010	3	
-97.62798802,30.29122656	FAMILY DISTURBANCE	2015	2	2010	1	
-97.62798802,30.29122656	DISTURBANCE - OTHER	2015	3	2010	4	
-97.62798802,30.29122656	LOST PROP	2015	2	2010	6	
-97.62798802,30.29122656	POSS MARIJUANA	2015	2	2010	3	
-97.62798802,30.29122656	CRIMINAL MISCHIEF	2015	3	2010	4	
-97.62798802,30.29122656	DRIVING WHILE LICENSE INVALID	2015	3	2010	2	
-97.62798802,30.29122656	CUSTODY ARREST TRAFFIC WARR	2015	2	2010	3	
-97.62798802,30.29122656	TRAFFIC HAZARD/DEBRIS	2015	1	2010	1	
-97.62798802,30.29122656	DWI	2015	2	2010	6	
-97.62798802,30.29122656	THEFT INFORMATION	2015	1	2010	1	
-97.62798802,30.29122656	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.62892072,30.2794305	WARRANT ARREST NON TRAFFIC	2015	1	2010	3	
-97.62892072,30.2794305	ASSAULT WITH INJURY	2015	1	2010	1	
-97.62892072,30.2794305	AGG ASSAULT	2015	1	2010	2	
-97.62892072,30.2794305	SUSPICIOUS VEH	2015	1	2010	1	
-97.62892072,30.2794305	AUTO THEFT	2015	1	2010	2	
-97.62892072,30.2794305	IMPOUNDED VEH	2015	1	2010	4	
-97.62892072,30.2794305	ABANDONED VEH	2015	1	2010	1	
-97.62892072,30.2794305	CRASH/LEAVING THE SCENE	2015	12	2010	10	
-97.62892072,30.2794305	THEFT	2015	2	2010	4	
-97.62892072,30.2794305	PUBLIC INTOXICATION	2015	2	2010	3	
-97.62892072,30.2794305	FAMILY DISTURBANCE	2015	3	2010	1	
-97.62892072,30.2794305	DISTURBANCE - OTHER	2015	3	2010	4	
-97.62892072,30.2794305	LOST PROP	2015	2	2010	6	
-97.62892072,30.2794305	POSS MARIJUANA	2015	2	2010	3	
-97.62892072,30.2794305	CRIMINAL MISCHIEF	2015	3	2010	4	
-97.62892072,30.2794305	DRIVING WHILE LICENSE INVALID	2015	3	2010	2	
-97.62892072,30.2794305	CUSTODY ARREST TRAFFIC WARR	2015	2	2010	3	
-97.62892072,30.2794305	TRAFFIC HAZARD/DEBRIS	2015	1	2010	1	
-97.62892072,30.2794305	DWI	2015	2	2010	6	
-97.62892072,30.2794305	THEFT INFORMATION	2015	1	2010	1	
-97.62892072,30.2794305	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.62901289,30.18395247	WARRANT ARREST NON TRAFFIC	2015	1	2010	3	
-97.62901289,30.18395247	ASSAULT WITH INJURY	2015	1	2010	1	
-97.62901289,30.18395247	AGG ASSAULT	2015	1	2010	2	
-97.62901289,30.18395247	SUSPICIOUS VEH	2015	1	2010	1	
-97.62901289,30.18395247	AUTO THEFT	2015	1	2010	2	
-97.62901289,30.18395247	IMPOUNDED VEH	2015	1	2010	4	
-97.62901289,30.18395247	ABANDONED VEH	2015	1	2010	1	
-97.62901289,30.18395247	CRASH/LEAVING THE SCENE	2015	12	2010	10	
-97.62901289,30.18395247	THEFT	2015	2	2010	4	
-97.62901289,30.18395247	PUBLIC INTOXICATION	2015	2	2010	3	
-97.62901289,30.18395247	FAMILY DISTURBANCE	2015	3	2010	1	
-97.62901289,30.18395247	DISTURBANCE - OTHER	2015	3	2010	4	
-97.62901289,30.18395247	LOST PROP	2015	2	2010	6	
-97.62901289,30.18395247	POSS MARIJUANA	2015	2	2010	3	
-97.62901289,30.18395247	CRIMINAL MISCHIEF	2015	3	2010	4	
-97.62901289,30.18395247	DRIVING WHILE LICENSE INVALID	2015	3	2010	2	
-97.62901289,30.18395247	CUSTODY ARREST TRAFFIC WARR	2015	2	2010	3	
-97.62901289,30.18395247	TRAFFIC HAZARD/DEBRIS	2015	1	2010	1	
-97.62901289,30.18395247	DWI	2015	2	2010	7	
-97.62901289,30.18395247	THEFT INFORMATION	2015	1	2010	1	
-97.62901289,30.18395247	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.62918938,30.28115242	WARRANT ARREST NON TRAFFIC	2015	1	2010	3	
-97.62918938,30.28115242	ASSAULT WITH INJURY	2015	1	2010	1	
-97.62918938,30.28115242	AGG ASSAULT	2015	1	2010	2	
-97.62918938,30.28115242	SUSPICIOUS VEH	2015	1	2010	1	
-97.62918938,30.28115242	AUTO THEFT	2015	1	2010	2	
-97.62918938,30.28115242	IMPOUNDED VEH	2015	1	2010	4	
-97.62918938,30.28115242	ABANDONED VEH	2015	1	2010	2	
-97.62918938,30.28115242	CRASH/LEAVING THE SCENE	2015	12	2010	10	
-97.62918938,30.28115242	THEFT	2015	2	2010	4	
-97.62918938,30.28115242	PUBLIC INTOXICATION	2015	2	2010	3	
-97.62918938,30.28115242	FAMILY DISTURBANCE	2015	3	2010	1	
-97.62918938,30.28115242	DISTURBANCE - OTHER	2015	3	2010	4	
-97.62918938,30.28115242	LOST PROP	2015	2	2010	6	
-97.62918938,30.28115242	POSS MARIJUANA	2015	2	2010	3	
-97.62918938,30.28115242	CRIMINAL MISCHIEF	2015	3	2010	4	
-97.62918938,30.28115242	DRIVING WHILE LICENSE INVALID	2015	3	2010	2	
-97.62918938,30.28115242	CUSTODY ARREST TRAFFIC WARR	2015	2	2010	3	
-97.62918938,30.28115242	TRAFFIC HAZARD/DEBRIS	2015	1	2010	1	
-97.62918938,30.28115242	DWI	2015	2	2010	7	
-97.62918938,30.28115242	THEFT INFORMATION	2015	1	2010	1	
-97.62918938,30.28115242	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.63029161,30.29339573	WARRANT ARREST NON TRAFFIC	2015	1	2010	3	
-97.63029161,30.29339573	ASSAULT WITH INJURY	2015	1	2010	1	
-97.63029161,30.29339573	AGG ASSAULT	2015	1	2010	2	
-97.63029161,30.29339573	SUSPICIOUS VEH	2015	1	2010	1	
-97.63029161,30.29339573	AUTO THEFT	2015	1	2010	2	
-97.63029161,30.29339573	IMPOUNDED VEH	2015	1	2010	4	
-97.63029161,30.29339573	ABANDONED VEH	2015	1	2010	2	
-97.63029161,30.29339573	CRASH/LEAVING THE SCENE	2015	12	2010	10	
-97.63029161,30.29339573	THEFT	2015	2	2010	4	
-97.63029161,30.29339573	PUBLIC INTOXICATION	2015	2	2010	3	
-97.63029161,30.29339573	FAMILY DISTURBANCE	2015	3	2010	1	
-97.63029161,30.29339573	DISTURBANCE - OTHER	2015	3	2010	4	
-97.63029161,30.29339573	LOST PROP	2015	2	2010	6	
-97.63029161,30.29339573	POSS MARIJUANA	2015	2	2010	3	
-97.63029161,30.29339573	CRIMINAL MISCHIEF	2015	3	2010	4	
-97.63029161,30.29339573	DRIVING WHILE LICENSE INVALID	2015	3	2010	2	
-97.63029161,30.29339573	CUSTODY ARREST TRAFFIC WARR	2015	2	2010	3	
-97.63029161,30.29339573	TRAFFIC HAZARD/DEBRIS	2015	1	2010	1	
-97.63029161,30.29339573	DWI	2015	2	2010	7	
-97.63029161,30.29339573	THEFT INFORMATION	2015	1	2010	1	
-97.63029161,30.29339573	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.63107326,30.29377802	REQUEST TO APPREHEND	2015	1	2010	2	
-97.63107326,30.29377802	WARRANT ARREST NON TRAFFIC	2015	2	2010	3	
-97.63107326,30.29377802	ASSAULT WITH INJURY	2015	1	2010	1	
-97.63107326,30.29377802	AGG ASSAULT	2015	1	2010	2	
-97.63107326,30.29377802	SUSPICIOUS VEH	2015	1	2010	1	
-97.63107326,30.29377802	AUTO THEFT	2015	1	2010	2	
-97.63107326,30.29377802	IMPOUNDED VEH	2015	1	2010	4	
-97.63107326,30.29377802	ABANDONED VEH	2015	1	2010	2	
-97.63107326,30.29377802	CRASH/LEAVING THE SCENE	2015	12	2010	10	
-97.63107326,30.29377802	THEFT	2015	2	2010	4	
-97.63107326,30.29377802	PUBLIC INTOXICATION	2015	2	2010	3	
-97.63107326,30.29377802	FAMILY DISTURBANCE	2015	3	2010	1	
-97.63107326,30.29377802	DISTURBANCE - OTHER	2015	3	2010	4	
-97.63107326,30.29377802	LOST PROP	2015	2	2010	6	
-97.63107326,30.29377802	POSS MARIJUANA	2015	3	2010	3	
-97.63107326,30.29377802	CRIMINAL MISCHIEF	2015	3	2010	4	
-97.63107326,30.29377802	DRIVING WHILE LICENSE INVALID	2015	4	2010	2	
-97.63107326,30.29377802	CUSTODY ARREST TRAFFIC WARR	2015	2	2010	3	
-97.63107326,30.29377802	TRAFFIC HAZARD/DEBRIS	2015	1	2010	1	
-97.63107326,30.29377802	DWI	2015	2	2010	7	
-97.63107326,30.29377802	THEFT INFORMATION	2015	1	2010	1	
-97.63107326,30.29377802	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.63161568,30.29296983	CRASH/NO INJURY	2015	1	2010	1	
-97.63161568,30.29296983	REQUEST TO APPREHEND	2015	1	2010	2	
-97.63161568,30.29296983	WARRANT ARREST NON TRAFFIC	2015	2	2010	3	
-97.63161568,30.29296983	ASSAULT WITH INJURY	2015	1	2010	1	
-97.63161568,30.29296983	AGG ASSAULT	2015	1	2010	2	
-97.63161568,30.29296983	SUSPICIOUS VEH	2015	1	2010	1	
-97.63161568,30.29296983	AUTO THEFT	2015	1	2010	2	
-97.63161568,30.29296983	IMPOUNDED VEH	2015	1	2010	4	
-97.63161568,30.29296983	ABANDONED VEH	2015	1	2010	2	
-97.63161568,30.29296983	CRASH/LEAVING THE SCENE	2015	13	2010	10	
-97.63161568,30.29296983	THEFT	2015	2	2010	4	
-97.63161568,30.29296983	PUBLIC INTOXICATION	2015	2	2010	3	
-97.63161568,30.29296983	FAMILY DISTURBANCE	2015	4	2010	1	
-97.63161568,30.29296983	DISTURBANCE - OTHER	2015	3	2010	4	
-97.63161568,30.29296983	LOST PROP	2015	2	2010	6	
-97.63161568,30.29296983	POSS MARIJUANA	2015	3	2010	3	
-97.63161568,30.29296983	CRIMINAL MISCHIEF	2015	3	2010	4	
-97.63161568,30.29296983	DRIVING WHILE LICENSE INVALID	2015	4	2010	2	
-97.63161568,30.29296983	CUSTODY ARREST TRAFFIC WARR	2015	2	2010	3	
-97.63161568,30.29296983	TRAFFIC HAZARD/DEBRIS	2015	1	2010	1	
-97.63161568,30.29296983	DWI	2015	2	2010	7	
-97.63161568,30.29296983	THEFT INFORMATION	2015	1	2010	1	
-97.63161568,30.29296983	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.63171928,30.37600145	CRASH/NO INJURY	2015	1	2010	1	
-97.63171928,30.37600145	REQUEST TO APPREHEND	2015	1	2010	2	
-97.63171928,30.37600145	WARRANT ARREST NON TRAFFIC	2015	2	2010	3	
-97.63171928,30.37600145	ASSAULT WITH INJURY	2015	1	2010	1	
-97.63171928,30.37600145	AGG ASSAULT	2015	1	2010	2	
-97.63171928,30.37600145	SUSPICIOUS VEH	2015	1	2010	1	
-97.63171928,30.37600145	AUTO THEFT	2015	1	2010	2	
-97.63171928,30.37600145	IMPOUNDED VEH	2015	1	2010	4	
-97.63171928,30.37600145	ABANDONED VEH	2015	1	2010	2	
-97.63171928,30.37600145	CRASH/LEAVING THE SCENE	2015	13	2010	10	
-97.63171928,30.37600145	THEFT	2015	2	2010	5	
-97.63171928,30.37600145	PUBLIC INTOXICATION	2015	2	2010	3	
-97.63171928,30.37600145	FAMILY DISTURBANCE	2015	4	2010	1	
-97.63171928,30.37600145	DISTURBANCE - OTHER	2015	3	2010	4	
-97.63171928,30.37600145	LOST PROP	2015	2	2010	6	
-97.63171928,30.37600145	POSS MARIJUANA	2015	3	2010	3	
-97.63171928,30.37600145	CRIMINAL MISCHIEF	2015	3	2010	4	
-97.63171928,30.37600145	DRIVING WHILE LICENSE INVALID	2015	4	2010	2	
-97.63171928,30.37600145	ASSAULT W/INJURY-FAM/DATE VIOL	2015	2	2010	1	
-97.63171928,30.37600145	CUSTODY ARREST TRAFFIC WARR	2015	2	2010	3	
-97.63171928,30.37600145	TRAFFIC HAZARD/DEBRIS	2015	1	2010	1	
-97.63171928,30.37600145	DWI	2015	2	2010	7	
-97.63171928,30.37600145	THEFT INFORMATION	2015	1	2010	1	
-97.63171928,30.37600145	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.6326577,30.27170092	CRASH/NO INJURY	2015	1	2010	1	
-97.6326577,30.27170092	REQUEST TO APPREHEND	2015	1	2010	2	
-97.6326577,30.27170092	WARRANT ARREST NON TRAFFIC	2015	2	2010	3	
-97.6326577,30.27170092	ASSAULT WITH INJURY	2015	1	2010	1	
-97.6326577,30.27170092	AGG ASSAULT	2015	1	2010	2	
-97.6326577,30.27170092	SUSPICIOUS VEH	2015	1	2010	1	
-97.6326577,30.27170092	AUTO THEFT	2015	1	2010	2	
-97.6326577,30.27170092	IMPOUNDED VEH	2015	1	2010	4	
-97.6326577,30.27170092	ABANDONED VEH	2015	1	2010	2	
-97.6326577,30.27170092	CRASH/LEAVING THE SCENE	2015	14	2010	10	
-97.6326577,30.27170092	THEFT	2015	2	2010	5	
-97.6326577,30.27170092	PUBLIC INTOXICATION	2015	2	2010	3	
-97.6326577,30.27170092	FAMILY DISTURBANCE	2015	4	2010	1	
-97.6326577,30.27170092	DISTURBANCE - OTHER	2015	3	2010	4	
-97.6326577,30.27170092	LOST PROP	2015	2	2010	6	
-97.6326577,30.27170092	POSS MARIJUANA	2015	3	2010	3	
-97.6326577,30.27170092	CRIMINAL MISCHIEF	2015	3	2010	4	
-97.6326577,30.27170092	DRIVING WHILE LICENSE INVALID	2015	4	2010	2	
-97.6326577,30.27170092	ASSAULT W/INJURY-FAM/DATE VIOL	2015	2	2010	1	
-97.6326577,30.27170092	CUSTODY ARREST TRAFFIC WARR	2015	2	2010	3	
-97.6326577,30.27170092	TRAFFIC HAZARD/DEBRIS	2015	1	2010	1	
-97.6326577,30.27170092	DWI	2015	2	2010	7	
-97.6326577,30.27170092	THEFT INFORMATION	2015	1	2010	1	
-97.6326577,30.27170092	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.63307123,30.27277679	CRASH/NO INJURY	2015	1	2010	1	
-97.63307123,30.27277679	REQUEST TO APPREHEND	2015	1	2010	2	
-97.63307123,30.27277679	WARRANT ARREST NON TRAFFIC	2015	2	2010	3	
-97.63307123,30.27277679	ASSAULT WITH INJURY	2015	1	2010	1	
-97.63307123,30.27277679	AGG ASSAULT	2015	1	2010	2	
-97.63307123,30.27277679	SUSPICIOUS VEH	2015	1	2010	1	
-97.63307123,30.27277679	AUTO THEFT	2015	1	2010	2	
-97.63307123,30.27277679	IMPOUNDED VEH	2015	1	2010	4	
-97.63307123,30.27277679	ABANDONED VEH	2015	1	2010	3	
-97.63307123,30.27277679	CRASH/LEAVING THE SCENE	2015	14	2010	10	
-97.63307123,30.27277679	THEFT	2015	2	2010	5	
-97.63307123,30.27277679	PUBLIC INTOXICATION	2015	2	2010	3	
-97.63307123,30.27277679	FAMILY DISTURBANCE	2015	4	2010	1	
-97.63307123,30.27277679	DISTURBANCE - OTHER	2015	3	2010	4	
-97.63307123,30.27277679	LOST PROP	2015	2	2010	6	
-97.63307123,30.27277679	POSS MARIJUANA	2015	3	2010	3	
-97.63307123,30.27277679	CRIMINAL MISCHIEF	2015	3	2010	4	
-97.63307123,30.27277679	DRIVING WHILE LICENSE INVALID	2015	4	2010	2	
-97.63307123,30.27277679	ASSAULT W/INJURY-FAM/DATE VIOL	2015	2	2010	1	
-97.63307123,30.27277679	CUSTODY ARREST TRAFFIC WARR	2015	2	2010	3	
-97.63307123,30.27277679	TRAFFIC HAZARD/DEBRIS	2015	1	2010	1	
-97.63307123,30.27277679	DWI	2015	2	2010	7	
-97.63307123,30.27277679	THEFT INFORMATION	2015	1	2010	1	
-97.63307123,30.27277679	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.63367303,30.27346607	CRASH/NO INJURY	2015	1	2010	1	
-97.63367303,30.27346607	REQUEST TO APPREHEND	2015	1	2010	2	
-97.63367303,30.27346607	WARRANT ARREST NON TRAFFIC	2015	2	2010	3	
-97.63367303,30.27346607	ASSAULT WITH INJURY	2015	1	2010	1	
-97.63367303,30.27346607	AGG ASSAULT	2015	1	2010	2	
-97.63367303,30.27346607	SUSPICIOUS VEH	2015	1	2010	1	
-97.63367303,30.27346607	AUTO THEFT	2015	1	2010	2	
-97.63367303,30.27346607	IMPOUNDED VEH	2015	1	2010	4	
-97.63367303,30.27346607	ABANDONED VEH	2015	1	2010	3	
-97.63367303,30.27346607	CRASH/LEAVING THE SCENE	2015	14	2010	10	
-97.63367303,30.27346607	THEFT	2015	2	2010	5	
-97.63367303,30.27346607	PUBLIC INTOXICATION	2015	2	2010	3	
-97.63367303,30.27346607	FAMILY DISTURBANCE	2015	5	2010	1	
-97.63367303,30.27346607	DISTURBANCE - OTHER	2015	3	2010	4	
-97.63367303,30.27346607	LOST PROP	2015	2	2010	6	
-97.63367303,30.27346607	POSS MARIJUANA	2015	3	2010	3	
-97.63367303,30.27346607	CRIMINAL MISCHIEF	2015	3	2010	4	
-97.63367303,30.27346607	DRIVING WHILE LICENSE INVALID	2015	4	2010	2	
-97.63367303,30.27346607	ASSAULT W/INJURY-FAM/DATE VIOL	2015	2	2010	1	
-97.63367303,30.27346607	CUSTODY ARREST TRAFFIC WARR	2015	2	2010	3	
-97.63367303,30.27346607	TRAFFIC HAZARD/DEBRIS	2015	1	2010	1	
-97.63367303,30.27346607	DWI	2015	2	2010	7	
-97.63367303,30.27346607	THEFT INFORMATION	2015	1	2010	1	
-97.63367303,30.27346607	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
-97.63429239,30.2052996	CRASH/NO INJURY	2015	1	2010	1	
-97.63429239,30.2052996	REQUEST TO APPREHEND	2015	1	2010	2	
-97.63429239,30.2052996	WARRANT ARREST NON TRAFFIC	2015	2	2010	3	
-97.63429239,30.2052996	ASSAULT WITH INJURY	2015	1	2010	1	
-97.63429239,30.2052996	AGG ASSAULT	2015	1	2010	2	
-97.63429239,30.2052996	SUSPICIOUS VEH	2015	1	2010	1	
-97.63429239,30.2052996	AUTO THEFT	2015	1	2010	2	
-97.63429239,30.2052996	IMPOUNDED VEH	2015	1	2010	4	
-97.63429239,30.2052996	ABANDONED VEH	2015	1	2010	3	
-97.63429239,30.2052996	CRASH/LEAVING THE SCENE	2015	14	2010	10	
-97.63429239,30.2052996	THEFT	2015	2	2010	5	
-97.63429239,30.2052996	PUBLIC INTOXICATION	2015	2	2010	3	
-97.63429239,30.2052996	FAMILY DISTURBANCE	2015	5	2010	1	
-97.63429239,30.2052996	DISTURBANCE - OTHER	2015	3	2010	4	
-97.63429239,30.2052996	LOST PROP	2015	2	2010	6	
-97.63429239,30.2052996	POSS MARIJUANA	2015	3	2010	3	
-97.63429239,30.2052996	CRIMINAL MISCHIEF	2015	3	2010	4	
-97.63429239,30.2052996	DRIVING WHILE LICENSE INVALID	2015	4	2010	2	
-97.63429239,30.2052996	ASSAULT W/INJURY-FAM/DATE VIOL	2015	2	2010	1	
-97.63429239,30.2052996	CUSTODY ARREST TRAFFIC WARR	2015	2	2010	3	
-97.63429239,30.2052996	TRAFFIC HAZARD/DEBRIS	2015	1	2010	1	
-97.63429239,30.2052996	DWI	2015	2	2010	7	
-97.63429239,30.2052996	THEFT INFORMATION	2015	1	2010	1	
-97.63429239,30.2052996	ASSAULT BY CONTACT FAM/DATING	2015	2	2010	1	
